generation_id,created_at,cost_total,cost_web_search,cost_cache,cost_file_processing,byok_usage_inference,tokens_prompt,tokens_completion,tokens_reasoning,tokens_cached,model_permaslug,provider_name,variant,cancelled,streamed,user,finish_reason_raw,finish_reason_normalized,generation_time_ms,time_to_first_token_ms,app_name,api_key_name
gen-1782492027-vJuiyzDODDqosgMUMNiD,2026-06-26 16:40:27.148,0.000226,,,,0,1146,254,0,0,google/gemma-4-31b-it-20260402,WandB,standard,false,true,,stop,stop,4520,393,,menara-sunnah
gen-1782492024-aaTvMKjzJrsVyNVuTCaq,2026-06-26 16:40:23.874,0.000158,,-0.000033,,0,1157,148,0,1120,google/gemma-4-31b-it-20260402,Venice,standard,false,true,,stop,stop,2890,747,,menara-sunnah
gen-1782492013-HIEcXAegW7kN2eA9dysQ,2026-06-26 16:40:13.055,0.000302,,,,0,1149,470,0,0,google/gemma-4-31b-it-20260402,WandB,standard,false,true,,stop,stop,10423,320,,menara-sunnah
gen-1782492008-6ksJFoQNOKl0VRGavt4i,2026-06-26 16:40:08.099,0.000191,,,,0,1146,150,0,0,google/gemma-4-31b-it-20260402,Venice,standard,false,true,,stop,stop,4360,764,,menara-sunnah
gen-1782491990-Jd7P7KC32fjaXBKEMm4e,2026-06-26 16:39:49.927,0.000264,,,,0,1157,358,0,0,google/gemma-4-31b-it-20260402,WandB,standard,false,true,,stop,stop,17652,5110,,menara-sunnah
gen-1782491984-0uE1BDmN0PCDT30GzcAw,2026-06-26 16:39:44.183,0.000193,,-0.000033,,0,1155,252,0,1120,google/gemma-4-31b-it-20260402,WandB,standard,false,true,,stop,stop,5316,283,,menara-sunnah
gen-1782491978-2mZJYL1I5JTlZvHfdoMW,2026-06-26 16:39:38.458,0.000225,,,,0,1167,244,0,0,google/gemma-4-31b-it-20260402,WandB,standard,false,true,,stop,stop,5044,348,,menara-sunnah
gen-1782491974-n0RBEhT0WWErvLHKEJJD,2026-06-26 16:39:34.494,0.000373,,,,0,1693,394,0,0,inclusionai/ling-2.6-1t-20260423,Novita,standard,false,true,,stop,stop,3395,3343,,menara-sunnah
gen-1782491971-EvY1zEBne8WQT8Diqzk3,2026-06-26 16:39:31.089,0.00023,,,,0,1686,166,0,0,inclusionai/ling-2.6-1t-20260423,Novita,standard,false,true,,stop,stop,2517,2418,,menara-sunnah
gen-1782491968-7Qa6zO5RfkXkNWYNbNp1,2026-06-26 16:39:28.589,0.000223,,,,0,1686,156,0,0,inclusionai/ling-2.6-1t-20260423,Novita,standard,false,true,,stop,stop,1972,1906,,menara-sunnah
gen-1782491966-yUzMDjzfnaOZce8pAMMr,2026-06-26 16:39:26.732,0.000143,,,,0,1678,28,0,0,inclusionai/ling-2.6-1t-20260423,Novita,standard,false,true,,stop,stop,1304,1222,,menara-sunnah
gen-1782491963-I4B9iZZVG0tF84XzzD1x,2026-06-26 16:39:23.058,0.0003,,,,0,1688,279,0,0,inclusionai/ling-2.6-1t-20260423,Novita,standard,false,true,,stop,stop,3137,3064,,menara-sunnah
gen-1782491960-krvuxGuzId6njG1abHaP,2026-06-26 16:39:19.887,0.000293,,,,0,1676,268,0,0,inclusionai/ling-2.6-1t-20260423,Novita,standard,false,true,,stop,stop,2627,2529,,menara-sunnah
gen-1782491957-cwyjvGrtfMt5k6BHQkmV,2026-06-26 16:39:16.838,0.000226,,,,0,1690,159,0,0,inclusionai/ling-2.6-1t-20260423,Novita,standard,false,true,,stop,stop,2507,2442,,menara-sunnah
gen-1782491953-mb5JXThdHclIpA9aC8kp,2026-06-26 16:39:13.672,0.000235,,,,0,1679,176,0,0,inclusionai/ling-2.6-1t-20260423,Novita,standard,false,true,,stop,stop,2623,2538,,menara-sunnah
gen-1782491951-WIxQBq9cdb0w8VBhju3S,2026-06-26 16:39:11.220,0.000221,,,,0,1682,153,0,0,inclusionai/ling-2.6-1t-20260423,Novita,standard,false,true,,stop,stop,1907,1835,,menara-sunnah
gen-1782491947-PbZtIZO3L7eyqQ6a8j1r,2026-06-26 16:39:07.455,0.000367,,,,0,1690,385,0,0,inclusionai/ling-2.6-1t-20260423,Novita,standard,false,true,,stop,stop,3225,3145,,menara-sunnah
gen-1782491944-Vt0N1H7ZTdDm5340SWao,2026-06-26 16:39:04.039,0.000305,,,,0,1688,287,0,0,inclusionai/ling-2.6-1t-20260423,Novita,standard,false,true,,stop,stop,2879,2814,,menara-sunnah
gen-1782491940-uyS0bEO9ecUKKiNGl8KO,2026-06-26 16:39:00.193,0.00031,,,,0,1703,293,0,0,inclusionai/ling-2.6-1t-20260423,Novita,standard,false,true,,stop,stop,3319,3248,,menara-sunnah
gen-1782491938-bZk8Swn3yhftxz0tiUyo,2026-06-26 16:38:58.315,0.000421,,-0.000096,,0,1389,515,207,1280,openai/gpt-oss-120b,Groq,standard,false,true,,stop,stop,1475,1475,,menara-sunnah
gen-1782491937-ERkyYHLlVUiYlLWyKmeA,2026-06-26 16:38:57.436,0.000234,,-0.000096,,0,1382,206,77,1280,openai/gpt-oss-120b,Groq,standard,false,true,,stop,stop,501,501,,menara-sunnah
gen-1782491936-gpkAceW0UeDmu0Vm1QGV,2026-06-26 16:38:56.583,0.000304,,,,0,1383,161,41,0,openai/gpt-oss-120b,Groq,standard,false,true,,stop,stop,502,502,,menara-sunnah
gen-1782491934-7gbqMoG9rMDQv103Ecfk,2026-06-26 16:38:54.442,0.000159,,-0.000096,,0,1378,82,39,1280,openai/gpt-oss-120b,Groq,standard,false,true,,stop,stop,1805,1805,,menara-sunnah
gen-1782491933-AW5W2EWW4xC2o2OGaxkq,2026-06-26 16:38:53.334,0.000377,,,,0,1386,282,59,0,openai/gpt-oss-120b,Groq,standard,false,true,,stop,stop,403,403,,menara-sunnah
gen-1782491932-lSVw9JDFRUdQ648SYmMD,2026-06-26 16:38:52.252,0.000271,,-0.000096,,0,1376,268,135,1280,openai/gpt-oss-120b,Groq,standard,false,true,,stop,stop,643,643,,menara-sunnah
gen-1782491931-A7yyine8nsURtI9YHbQU,2026-06-26 16:38:51.303,0.000234,,-0.000096,,0,1388,204,74,1280,openai/gpt-oss-120b,Groq,standard,false,true,,stop,stop,571,571,,menara-sunnah
gen-1782491929-144RM0BFu1s7riO9vqZ2,2026-06-26 16:38:49.075,0.000258,,-0.000096,,0,1381,245,116,1280,openai/gpt-oss-120b,Groq,standard,false,true,,stop,stop,1826,1826,,menara-sunnah
gen-1782491928-sVKcMcamJMW05i5D7ieH,2026-06-26 16:38:48.194,0.000236,,-0.000096,,0,1381,209,73,1280,openai/gpt-oss-120b,Groq,standard,false,true,,stop,stop,506,506,,menara-sunnah
gen-1782491926-N4T226dhz3kNEkqxNZRG,2026-06-26 16:38:46.492,0.000545,,,,0,1385,563,259,0,openai/gpt-oss-120b,Groq,standard,false,true,,stop,stop,1241,1241,,menara-sunnah
gen-1782491925-ksU6dNGpwBYnb5e1UVNO,2026-06-26 16:38:45.119,0.000389,,,,0,1387,303,83,0,openai/gpt-oss-120b,Groq,standard,false,true,,stop,stop,1011,1008,,menara-sunnah
gen-1782491923-zJ57YVyoUdYY1MVbNI19,2026-06-26 16:38:43.408,0.00043,,,,0,1400,367,154,0,openai/gpt-oss-120b,Groq,standard,false,true,,stop,stop,1078,1078,,menara-sunnah
gen-1782491904-9749yXZEZTGanNi9RrSl,2026-06-26 16:38:24.307,0.000621,,-0.000348,,0,1124,297,0,1088,z-ai/glm-4.7-20251222,DeepInfra,standard,false,true,,stop,stop,18513,2360,finance-parse-eval,menara-sunnah
gen-1782491894-JDvWRcdurksWMaMtyEAm,2026-06-26 16:38:14.243,0.000338,,-0.000348,,0,1118,137,0,1088,z-ai/glm-4.7-20251222,DeepInfra,standard,false,true,,stop,stop,9755,1542,finance-parse-eval,menara-sunnah
gen-1782491889-an400kPZiCcr6a9okXuN,2026-06-26 16:38:08.754,0.000284,,-0.000348,,0,1118,106,0,1088,z-ai/glm-4.7-20251222,DeepInfra,standard,false,true,,stop,stop,5179,575,finance-parse-eval,menara-sunnah
gen-1782491886-WrU3itg7UhmVspMxESjP,2026-06-26 16:38:06.081,0.000198,,-0.000348,,0,1114,58,0,1088,z-ai/glm-4.7-20251222,DeepInfra,standard,false,true,,stop,stop,2344,528,finance-parse-eval,menara-sunnah
gen-1782491876-Yn6JuzQC4EjxvOKyApWX,2026-06-26 16:37:56.302,0.000479,,-0.000348,,0,1121,217,0,1088,z-ai/glm-4.7-20251222,DeepInfra,standard,false,true,,stop,stop,9470,770,finance-parse-eval,menara-sunnah
gen-1782491865-ucRBZZRpcvSJPTqBTeHw,2026-06-26 16:37:44.995,0.000452,,-0.000348,,0,1110,204,0,1088,z-ai/glm-4.7-20251222,DeepInfra,standard,false,true,,stop,stop,10978,855,finance-parse-eval,menara-sunnah
gen-1782491859-8B7MJyhjo7owHcFt0cFP,2026-06-26 16:37:38.832,0.000291,,-0.000348,,0,1122,109,0,1088,z-ai/glm-4.7-20251222,DeepInfra,standard,false,true,,stop,stop,5853,507,finance-parse-eval,menara-sunnah
gen-1782491852-S4Dd3TZ8ptV2pYVokG6D,2026-06-26 16:37:32.601,0.0003,,-0.000348,,0,1115,116,0,1088,z-ai/glm-4.7-20251222,DeepInfra,standard,false,true,,stop,stop,5928,514,finance-parse-eval,menara-sunnah
gen-1782491847-GHXUEmi8e4tIQiL1qioy,2026-06-26 16:37:26.764,0.000288,,-0.000348,,0,1119,108,0,1088,z-ai/glm-4.7-20251222,DeepInfra,standard,false,true,,stop,stop,5528,712,finance-parse-eval,menara-sunnah
gen-1782491834-nkk6D1QijQRCBAY2bQ6G,2026-06-26 16:37:14.511,0.00057,,-0.000348,,0,1121,269,0,1088,z-ai/glm-4.7-20251222,DeepInfra,standard,false,true,,stop,stop,11919,1213,finance-parse-eval,menara-sunnah
gen-1782491815-tTIn8noNokHkZ35ykIqP,2026-06-26 16:36:55.066,0.000481,,-0.000348,,0,1124,217,0,1088,z-ai/glm-4.7-20251222,DeepInfra,standard,false,true,,stop,stop,18879,837,finance-parse-eval,menara-sunnah
gen-1782491807-aTUL08nv38O6Bxyy6o9V,2026-06-26 16:36:47.470,0.000802,,-0.00002,,0,1138,210,0,64,z-ai/glm-4.7-20251222,DeepInfra,standard,false,true,,stop,stop,7221,693,finance-parse-eval,menara-sunnah
gen-1782491801-AQu4EveQZJN3KnvUBE67,2026-06-26 16:36:41.177,0.000804,,-0.000565,,0,1188,299,0,1155,z-ai/glm-4.5,Z.AI,standard,false,true,,stop,stop,5842,2465,finance-parse-eval,menara-sunnah
gen-1782491798-tImpV5upN5gcjHWBGFDE,2026-06-26 16:36:38.045,0.000393,,-0.000566,,0,1182,114,0,1157,z-ai/glm-4.5,Z.AI,standard,false,true,,stop,stop,2775,2447,finance-parse-eval,menara-sunnah
gen-1782491795-btI6BVHDviX0uDuwHHJg,2026-06-26 16:36:34.988,0.000384,,-0.000566,,0,1182,110,0,1157,z-ai/glm-4.5,Z.AI,standard,false,true,,stop,stop,2654,2455,finance-parse-eval,menara-sunnah
gen-1782491792-Y9MR3kV41tb1xTT3knNg,2026-06-26 16:36:32.335,0.000276,,-0.000566,,0,1178,62,0,1156,z-ai/glm-4.5,Z.AI,standard,false,true,,stop,stop,2324,2324,finance-parse-eval,menara-sunnah
gen-1782491788-uORPsh5EjHaN3tdZOCzJ,2026-06-26 16:36:27.938,0.000565,,-0.000565,,0,1185,191,0,1155,z-ai/glm-4.5,Z.AI,standard,false,true,,stop,stop,4002,2456,finance-parse-eval,menara-sunnah
gen-1782491783-EpXf8LB4RR01JUcB3FnT,2026-06-26 16:36:23.356,0.000571,,-0.000565,,0,1174,197,0,1155,z-ai/glm-4.5,Z.AI,standard,false,true,,stop,stop,4188,2497,finance-parse-eval,menara-sunnah
gen-1782491780-1v4oLGAqzL5mUb5KFJfI,2026-06-26 16:36:20.280,0.000386,,-0.000567,,0,1186,110,0,1158,z-ai/glm-4.5,Z.AI,standard,false,true,,stop,stop,2706,2466,finance-parse-eval,menara-sunnah
gen-1782491777-bRmuyZQDtwdxMB3BOqx3,2026-06-26 16:36:16.989,0.000396,,-0.000566,,0,1179,116,0,1156,z-ai/glm-4.5,Z.AI,standard,false,true,,stop,stop,2898,2499,finance-parse-eval,menara-sunnah
gen-1782491773-9OE6B18X79Mfh3fNscgz,2026-06-26 16:36:13.345,0.000411,,-0.000566,,0,1183,122,0,1156,z-ai/glm-4.5,Z.AI,standard,false,true,,stop,stop,3318,2820,finance-parse-eval,menara-sunnah
gen-1782491767-TG6otmgToG4pliosWXSk,2026-06-26 16:36:07.345,0.000823,,-0.000566,,0,1185,309,0,1157,z-ai/glm-4.5,Z.AI,standard,false,true,,stop,stop,5629,1965,finance-parse-eval,menara-sunnah
gen-1782491763-mn8h203O5x9mLp5l9nmJ,2026-06-26 16:36:02.865,0.000613,,-0.000565,,0,1188,212,0,1155,z-ai/glm-4.5,Z.AI,standard,false,true,,stop,stop,4091,2044,finance-parse-eval,menara-sunnah
gen-1782491759-PmqSxKaPyIZjp03ZIZKZ,2026-06-26 16:35:58.846,0.000557,,-0.000588,,0,1202,193,0,1201,z-ai/glm-4.5,Z.AI,standard,false,true,,stop,stop,3625,1903,finance-parse-eval,menara-sunnah
gen-1782491756-yX7meGtTqi0iaUtyeyGb,2026-06-26 16:35:56.472,0.000945,,,,0,1693,348,0,0,google/gemini-3.1-flash-lite-20260507,Google,standard,false,true,,STOP,stop,1807,884,,menara-sunnah
gen-1782491754-nTVgJjC04ABpPpwaotCH,2026-06-26 16:35:54.728,0.000634,,,,0,1685,142,0,0,google/gemini-3.1-flash-lite-20260507,Google,standard,false,true,,STOP,stop,1190,749,,menara-sunnah
gen-1782491753-Yia50IMdzaeLrPGuklHm,2026-06-26 16:35:53.017,0.000629,,,,0,1682,139,0,0,google/gemini-3.1-flash-lite-20260507,Google,standard,false,true,,STOP,stop,1149,753,,menara-sunnah
gen-1782491751-2p6meakOvV4o6B2W4tnO,2026-06-26 16:35:51.491,0.000483,,,,0,1677,43,0,0,google/gemini-3.1-flash-lite-20260507,Google,standard,false,true,,STOP,stop,963,759,,menara-sunnah
gen-1782491749-RvvTtUM9DQocd0LdUnwI,2026-06-26 16:35:49.406,0.0008,,,,0,1689,252,0,0,google/gemini-3.1-flash-lite-20260507,Google,standard,false,true,,STOP,stop,1492,911,,menara-sunnah
gen-1782491747-RPqA1hF0cyNxHEvIQ8uu,2026-06-26 16:35:47.309,0.000784,,,,0,1678,243,0,0,google/gemini-3.1-flash-lite-20260507,Google,standard,false,true,,STOP,stop,1503,802,,menara-sunnah
gen-1782491745-BBmc8MvTRQCY1mFqJnRb,2026-06-26 16:35:45.527,0.000639,,,,0,1689,145,0,0,google/gemini-3.1-flash-lite-20260507,Google,standard,false,true,,STOP,stop,1232,787,,menara-sunnah
gen-1782491744-cQ5qU8U9xgUEr3qHs305,2026-06-26 16:35:43.762,0.000649,,,,0,1681,153,0,0,google/gemini-3.1-flash-lite-20260507,Google,standard,false,true,,STOP,stop,1199,780,,menara-sunnah
gen-1782491742-6B3wl4QYlhc5np1SkQSR,2026-06-26 16:35:41.911,0.000637,,,,0,1678,145,0,0,google/gemini-3.1-flash-lite-20260507,Google,standard,false,true,,STOP,stop,1282,833,,menara-sunnah
gen-1782491738-5HTGxS75HkzBUxj1UoFw,2026-06-26 16:35:38.589,0.000927,,,,0,1689,337,0,0,google/gemini-3.1-flash-lite-20260507,Google,standard,false,true,,STOP,stop,2657,1687,,menara-sunnah
gen-1782491736-MgrNK9YxqSU39a2YNdmk,2026-06-26 16:35:36.652,0.000781,,,,0,1687,240,0,0,google/gemini-3.1-flash-lite-20260507,Google,standard,false,true,,STOP,stop,1360,777,,menara-sunnah
gen-1782491734-yKu8piMoSI5pbBEODLHb,2026-06-26 16:35:34.582,0.000781,,,,0,1699,238,0,0,google/gemini-3.1-flash-lite-20260507,Google,standard,false,true,,STOP,stop,1485,858,,menara-sunnah
gen-1782491721-w6aRBDMX5W7U1ndvNLUG,2026-06-26 16:35:20.754,0.001188,,,,0,1092,214,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,2136,1529,,menara-sunnah
gen-1782491718-l5GLNpVN5XUkxPBKL5Yx,2026-06-26 16:35:18.687,0.001136,,,,0,1685,98,0,0,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,stop,1509,994,,menara-sunnah
gen-1782491704-cAGQNWRQ13CcyvixTpnh,2026-06-26 16:35:04.634,0.000804,,,,0,1081,88,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,2331,1735,,menara-sunnah
gen-1782491698-6hCndw2BU43BDIV7qPTn,2026-06-26 16:34:58.124,0.001105,,,,0,1677,89,0,0,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,stop,5849,5642,,menara-sunnah
gen-1782491694-Vu6Kx1rJyXIOWjn0z3Gg,2026-06-26 16:34:54.726,0.001315,,,,0,1689,157,0,0,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,stop,2844,1994,,menara-sunnah
gen-1782491681-UCwRysXGRZ2BpIdY2YXg,2026-06-26 16:34:40.906,0.001027,,,,0,1077,163,0,0,google/gemini-3-flash-preview-20251217,Google AI Studio,standard,false,true,,STOP,stop,2139,1647,,menara-sunnah
gen-1782491678-7ehTLf7SC0kTByViydsr,2026-06-26 16:34:38.684,0.001132,,,,0,1689,96,0,0,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,stop,1668,1208,,menara-sunnah
gen-1782491676-DgwuD7TddcDBzprEOfs7,2026-06-26 16:34:36.392,0.001149,,,,0,1681,103,0,0,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,stop,1739,1144,,menara-sunnah
gen-1782491674-qV0PtdJOibXInAnRIWqN,2026-06-26 16:34:34.188,0.001133,,,,0,1678,98,0,0,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,stop,1611,1128,,menara-sunnah
gen-1782491671-mZ3ooWEKrimYBLOT2bTC,2026-06-26 16:34:31.757,0.001453,,,,0,1689,203,0,0,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,stop,1864,935,,menara-sunnah
gen-1782491669-icel7v8wvEOistVgFwXQ,2026-06-26 16:34:29.280,0.001278,,,,0,1687,145,0,0,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,stop,1924,1175,,menara-sunnah
gen-1782491667-tD91oY5Tk3sCV9g7EVo9,2026-06-26 16:34:26.679,0.001275,,,,0,1699,142,0,0,google/gemini-3-flash-preview-20251217,Google,standard,false,true,,STOP,stop,1745,1052,,menara-sunnah
gen-1782491218-BtfhASuxVyvTK7C8xl6u,2026-06-26 16:26:57.814,0.000227,,,,0,1688,161,0,0,inclusionai/ling-2.6-1t-20260423,Novita,standard,false,true,,stop,stop,2499,2434,,menara-sunnah
gen-1782491214-Zvf2qNEhDvhqs4HNOrew,2026-06-26 16:26:54.504,0.000293,,,,0,1682,268,0,0,inclusionai/ling-2.6-1t-20260423,Novita,standard,false,true,,stop,stop,2740,2679,,menara-sunnah
gen-1782491213-UVEnelbzh5T3tq4HehKG,2026-06-26 16:26:52.768,0.000143,,,,0,1684,28,0,0,inclusionai/ling-2.6-1t-20260423,Novita,standard,false,true,,stop,stop,1192,1123,,menara-sunnah
gen-1782491208-Re4RMRrQPQFNDgmqGbta,2026-06-26 16:26:48.404,0.000361,,,,0,1718,372,0,0,inclusionai/ling-2.6-1t-20260423,Novita,standard,false,true,,stop,stop,3771,3697,,menara-sunnah
gen-1782491205-pE1WGVw2aHa8AdWd49rp,2026-06-26 16:26:45.597,0.000222,,,,0,1687,153,0,0,inclusionai/ling-2.6-1t-20260423,Novita,standard,false,true,,stop,stop,2267,2193,,menara-sunnah
gen-1782491202-d0g5qP4LbEc9PdDLJ8Gv,2026-06-26 16:26:42.448,0.000287,,,,0,1680,259,0,0,inclusionai/ling-2.6-1t-20260423,Novita,standard,false,true,,stop,stop,2574,2511,,menara-sunnah
gen-1782491198-1WyBi6EE9ipzZyqbEm3a,2026-06-26 16:26:38.303,0.000363,,,,0,1684,379,0,0,inclusionai/ling-2.6-1t-20260423,Novita,standard,false,true,,stop,stop,3575,3498,,menara-sunnah
gen-1782491193-PGf3SMRclZXaqr9Am2AC,2026-06-26 16:26:33.594,0.000358,,,,0,1686,371,0,0,inclusionai/ling-2.6-1t-20260423,Novita,standard,false,true,,stop,stop,4152,4061,,menara-sunnah
gen-1782491190-CWsFKIRbJ6sfd0OUUUo5,2026-06-26 16:26:29.852,0.000368,,,,0,1700,386,0,0,inclusionai/ling-2.6-1t-20260423,Novita,standard,false,true,,stop,stop,3187,3112,,menara-sunnah
gen-1782491187-Z7ammGEFYkpQqiBAfjO8,2026-06-26 16:26:26.927,0.000224,,,,0,1681,158,0,0,inclusionai/ling-2.6-1t-20260423,Novita,standard,false,true,,stop,stop,2388,2321,,menara-sunnah
gen-1782491184-C7tDTPCG7MXZ23GDgM5i,2026-06-26 16:26:23.785,0.000285,,,,0,1686,255,0,0,inclusionai/ling-2.6-1t-20260423,Novita,standard,false,true,,stop,stop,2587,2525,,menara-sunnah
gen-1782491181-7xGUOYErJgEwFw352m96,2026-06-26 16:26:21.242,0.000223,,,,0,1684,156,0,0,inclusionai/ling-2.6-1t-20260423,Novita,standard,false,true,,stop,stop,1988,1922,,menara-sunnah
gen-1782491178-DFQtME9L0VDB9Rjd3GEf,2026-06-26 16:26:17.780,0.00023,,,,0,1677,168,0,0,inclusionai/ling-2.6-1t-20260423,Novita,standard,false,true,,stop,stop,2888,2884,,menara-sunnah
gen-1782491175-R8aUIUnY5FXeb5QsDRTi,2026-06-26 16:26:15.105,0.000215,,,,0,1671,144,0,0,inclusionai/ling-2.6-1t-20260423,Novita,standard,false,true,,stop,stop,2086,2005,,menara-sunnah
gen-1782491171-UGNWB8WvB7QbYbYWJyn8,2026-06-26 16:26:11.387,0.000287,,,,0,1688,257,0,0,inclusionai/ling-2.6-1t-20260423,Novita,standard,false,true,,stop,stop,2483,2411,,menara-sunnah
gen-1782491167-Ge8DOCtBtEOLesPgsTRZ,2026-06-26 16:26:07.728,0.000296,,,,0,1690,272,0,0,inclusionai/ling-2.6-1t-20260423,Novita,standard,false,true,,stop,stop,3100,3027,,menara-sunnah
gen-1782491165-D7nsm2y7APxNrJOXa9Ml,2026-06-26 16:26:05.092,0.000225,,,,0,1676,160,0,0,inclusionai/ling-2.6-1t-20260423,Novita,standard,false,true,,stop,stop,2074,1999,,menara-sunnah
gen-1782491162-DrZGQHkqA2woLpKilqW7,2026-06-26 16:26:02.419,0.00023,,,,0,1679,168,0,0,inclusionai/ling-2.6-1t-20260423,Novita,standard,false,true,,stop,stop,2132,2065,,menara-sunnah
gen-1782491160-95tAhTQxxs2ov8l9byGE,2026-06-26 16:26:00.081,0.000143,,,,0,1676,28,0,0,inclusionai/ling-2.6-1t-20260423,Novita,standard,false,true,,stop,stop,1769,1692,,menara-sunnah
gen-1782491157-9Bbj5bkLnTJF1RV2BC8Y,2026-06-26 16:25:56.467,0.000239,,,,0,1686,181,0,0,inclusionai/ling-2.6-1t-20260423,Novita,standard,false,true,,stop,stop,2700,2619,,menara-sunnah
gen-1782491154-8iB0U4sDNM5wIK8KwTq7,2026-06-26 16:25:53.964,0.000219,,,,0,1677,150,0,0,inclusionai/ling-2.6-1t-20260423,Novita,standard,false,true,,stop,stop,1892,1835,,menara-sunnah
gen-1782491151-sbpS2JaQgIao6RYZ1fLp,2026-06-26 16:25:51.398,0.000219,,,,0,1670,151,0,0,inclusionai/ling-2.6-1t-20260423,Novita,standard,false,true,,stop,stop,1989,1926,,menara-sunnah
gen-1782491147-CXmN201XvHB0uO2ptyKj,2026-06-26 16:25:46.853,0.000372,,,,0,1682,394,0,0,inclusionai/ling-2.6-1t-20260423,Novita,standard,false,true,,stop,stop,3957,3869,,menara-sunnah
gen-1782491144-m0HzgFcznAt5Dtvej8C6,2026-06-26 16:25:44.195,0.000237,,,,0,1683,178,0,0,inclusionai/ling-2.6-1t-20260423,Novita,standard,false,true,,stop,stop,2087,2022,,menara-sunnah
gen-1782491142-hzjtTzP7oYfu70hmMjIt,2026-06-26 16:25:41.833,0.000143,,,,0,1677,28,0,0,inclusionai/ling-2.6-1t-20260423,Novita,standard,false,true,,stop,stop,1797,1752,,menara-sunnah
gen-1782491139-mmiVqwgG34vISR69G9vm,2026-06-26 16:25:38.962,0.000227,,,,0,1678,162,0,0,inclusionai/ling-2.6-1t-20260423,Novita,standard,false,true,,stop,stop,2261,2186,,menara-sunnah
gen-1782491136-0KBPYzA6u2NJS6WETQtr,2026-06-26 16:25:35.724,0.000226,,,,0,1676,162,0,0,inclusionai/ling-2.6-1t-20260423,Novita,standard,false,true,,stop,stop,2118,2023,,menara-sunnah
gen-1782491130-hsrnXGQJ99nlOSPC1Gkp,2026-06-26 16:25:30.189,0.000377,,,,0,1696,401,0,0,inclusionai/ling-2.6-1t-20260423,Novita,standard,false,true,,stop,stop,4570,4460,,menara-sunnah
gen-1782491125-8Ou0RXJikT7uLH6tRqBh,2026-06-26 16:25:25.473,0.000221,,,,0,1684,152,0,0,inclusionai/ling-2.6-1t-20260423,Novita,standard,false,true,,stop,stop,2130,2061,,menara-sunnah
gen-1782491122-mK7pcagHT4IFYZPfEoG1,2026-06-26 16:25:21.651,0.000223,,,,0,1674,157,0,0,inclusionai/ling-2.6-1t-20260423,Novita,standard,false,true,,stop,stop,2348,2287,,menara-sunnah
gen-1782491118-cYxAGuNNcy6fNi4MXOLs,2026-06-26 16:25:18.010,0.000143,,,,0,1674,28,0,0,inclusionai/ling-2.6-1t-20260423,Novita,standard,false,true,,stop,stop,1654,1580,,menara-sunnah
gen-1782491113-J0ob6QlEvqnGwnbZRhVL,2026-06-26 16:25:13.088,0.000364,,,,0,1710,378,0,0,inclusionai/ling-2.6-1t-20260423,Novita,standard,false,true,,stop,stop,3549,3495,,menara-sunnah
gen-1782491109-z9Q55KF3CDZLaJO0FqPB,2026-06-26 16:25:09.539,0.000286,,,,0,1684,257,0,0,inclusionai/ling-2.6-1t-20260423,Novita,standard,false,true,,stop,stop,2970,2920,,menara-sunnah
gen-1782491106-1R7mt6D5vaRsmwm4utJe,2026-06-26 16:25:06.307,0.000235,,,,0,1675,176,0,0,inclusionai/ling-2.6-1t-20260423,Novita,standard,false,true,,stop,stop,2654,2576,,menara-sunnah
gen-1782491103-x1PjgKxL7yenjNS1z47m,2026-06-26 16:25:02.884,0.000225,,,,0,1678,159,0,0,inclusionai/ling-2.6-1t-20260423,Novita,standard,false,true,,stop,stop,2132,2060,,menara-sunnah
gen-1782491100-xR7g9kJWfqrhbEbNF1hF,2026-06-26 16:25:00.301,0.000217,,,,0,1674,147,0,0,inclusionai/ling-2.6-1t-20260423,Novita,standard,false,true,,stop,stop,1930,1853,,menara-sunnah
gen-1782491097-lSVGcwBWg9glhKbhs3SN,2026-06-26 16:24:57.335,0.000223,,,,0,1673,157,0,0,inclusionai/ling-2.6-1t-20260423,Novita,standard,false,true,,stop,stop,2403,2269,,menara-sunnah
gen-1782491095-5t128E3svrhykXautEN5,2026-06-26 16:24:54.821,0.000218,,,,0,1677,149,0,0,inclusionai/ling-2.6-1t-20260423,Novita,standard,false,true,,stop,stop,1949,1870,,menara-sunnah
gen-1782491091-W34xhf04tPE8MDNl9uex,2026-06-26 16:24:50.972,0.000292,,,,0,1677,267,0,0,inclusionai/ling-2.6-1t-20260423,Novita,standard,false,true,,stop,stop,3285,3189,,menara-sunnah
gen-1782491087-kiSpupOT6k9AnW3WD8tj,2026-06-26 16:24:46.910,0.00031,,,,0,1703,293,0,0,inclusionai/ling-2.6-1t-20260423,Novita,standard,false,true,,stop,stop,3241,3136,,menara-sunnah
